group,participant,bin,targetCount,distractorCount,targetProp,target,verb,condition,coda,eLog,wts,landmark,lm_bin,landmark_2,phon_prob,biphon_prob,freq,pstm,wm
la,LA18,124,10,0,1,saca,sacar,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.201,0.0114,NA,8,10
la,LA18,113,10,0,1,lavó,lavar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,113,tw_v1_start,0.1638,0.0065,10,8,10
la,LA18,131,0,10,0,compró,comprar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2911,0.0703,72,8,10
la,LA18,147,10,0,1,canta,cantar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,147,tw_v1_start,0.3361,0.0447,NA,8,10
la,LA18,119,10,0,1,guardó,guardar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.1391,0.002,NA,8,10
la,LA18,118,0,10,0,rompe,romper,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,8,10
la,LA18,133,10,0,1,cambió,cambiar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2947,0.0356,109,8,10
la,LA18,138,10,0,1,lanza,lanzar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,138,tw_v1_start,0.2542,0.0236,NA,8,10
la,LA11,122,10,0,1,bebe,beber,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2518,0.0132,50,8,8
la,LA11,142,10,0,1,llenó,llenar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,142,tw_v1_start,0.1946,5e-4,61,8,8
la,LA11,129,0,10,0,manda,mandar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,129,tw_v1_start,0.2871,0.0384,110,8,8
la,LA11,148,10,0,1,firmó,firmar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,148,tw_v1_start,0.1185,0.0055,47,8,8
la,LA11,124,0,10,0,sube,subir,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,8,8
la,LA11,118,10,0,1,pintó,pintar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2548,0.0158,17,8,8
la,LA11,136,0,10,0,come,comer,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,136,tw_v1_start,0.2422,0.053900000000000003,87,8,8
la,LA11,120,0,10,0,sacó,sacar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.201,0.0114,NA,8,8
la,LA11,115,10,0,1,lava,lavar,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,115,tw_v1_start,0.1638,0.0065,45,8,8
la,LA11,124,0,10,0,grabó,grabar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.0908,0.0016,9,8,8
la,LA11,134,0,10,0,compra,comprar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,134,tw_v1_start,0.2911,0.0703,197,8,8
la,LA11,145,10,0,1,cantó,cantar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,145,tw_v1_start,0.3361,0.0447,NA,8,8
la,LA11,120,0,10,0,guarda,guardar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.1391,0.002,NA,8,8
la,LA11,118,0,10,0,rompió,romper,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,8,8
la,LA11,135,0,10,0,cambia,cambiar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,135,tw_v1_start,0.2947,0.0356,128,8,8
la,LA11,133,10,0,1,lanzó,lanzar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2542,0.0236,NA,8,8
la,LA16,117,10,0,1,bebió,beber,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,117,tw_v1_start,0.2518,0.0132,53,8,7
la,LA16,144,0,10,0,llena,llenar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,144,tw_v1_start,0.1946,5e-4,371,8,7
la,LA16,122,10,0,1,mandó,mandar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2871,0.0384,89,8,7
la,LA16,156,0,10,0,firma,firmar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,156,tw_v1_start,0.1185,0.0055,174,8,7
la,LA16,124,10,0,1,subió,subir,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,8,7
la,LA16,119,0,10,0,pinta,pintar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.2548,0.0158,87,8,7
la,LA16,131,10,0,1,comió,comer,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2422,0.053900000000000003,23,8,7
la,LA16,124,8,0,0.8,saca,sacar,stressed,0,1.2237754316221157,0.5176470588235295,word3_v1,124,tw_v1_start,0.201,0.0114,NA,8,7
la,LA16,113,10,0,1,lavó,lavar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,113,tw_v1_start,0.1638,0.0065,10,8,7
la,LA16,131,10,0,1,compró,comprar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2911,0.0703,72,8,7
la,LA16,147,0,10,0,canta,cantar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,147,tw_v1_start,0.3361,0.0447,NA,8,7
la,LA16,119,0,10,0,guardó,guardar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.1391,0.002,NA,8,7
la,LA16,118,0,10,0,rompe,romper,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,8,7
la,LA16,133,10,0,1,cambió,cambiar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2947,0.0356,109,8,7
la,LA16,138,10,0,1,lanza,lanzar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,138,tw_v1_start,0.2542,0.0236,NA,8,7
la,LA29,122,0,10,0,bebe,beber,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2518,0.0132,50,9,8
la,LA29,142,0,10,0,llenó,llenar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,142,tw_v1_start,0.1946,5e-4,61,9,8
la,LA29,129,10,0,1,manda,mandar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,129,tw_v1_start,0.2871,0.0384,110,9,8
la,LA29,148,0,10,0,firmó,firmar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,148,tw_v1_start,0.1185,0.0055,47,9,8
la,LA29,124,0,10,0,sube,subir,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,9,8
la,LA29,118,10,0,1,pintó,pintar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2548,0.0158,17,9,8
la,LA29,136,0,10,0,come,comer,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,136,tw_v1_start,0.2422,0.053900000000000003,87,9,8
la,LA29,120,0,10,0,sacó,sacar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.201,0.0114,NA,9,8
la,LA29,115,0,10,0,lava,lavar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,115,tw_v1_start,0.1638,0.0065,45,9,8
la,LA29,124,0,10,0,grabó,grabar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.0908,0.0016,9,9,8
la,LA29,134,0,10,0,compra,comprar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,134,tw_v1_start,0.2911,0.0703,197,9,8
la,LA29,145,0,0,0,cantó,cantar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,145,tw_v1_start,0.3361,0.0447,NA,9,8
la,LA29,120,10,0,1,guarda,guardar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.1391,0.002,NA,9,8
la,LA29,118,10,0,1,rompió,romper,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,9,8
la,LA29,135,0,10,0,cambia,cambiar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,135,tw_v1_start,0.2947,0.0356,128,9,8
la,LA29,133,0,10,0,lanzó,lanzar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2542,0.0236,NA,9,8
int,IN01,117,0,10,0,bebió,beber,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,117,tw_v1_start,0.2518,0.0132,53,9,10
int,IN01,144,0,10,0,llena,llenar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,144,tw_v1_start,0.1946,5e-4,371,9,10
int,IN01,122,10,0,1,mandó,mandar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2871,0.0384,89,9,10
int,IN01,156,0,0,0,firma,firmar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,156,tw_v1_start,0.1185,0.0055,174,9,10
int,IN01,124,0,10,0,subió,subir,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,9,10
int,IN01,119,10,0,1,pinta,pintar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.2548,0.0158,87,9,10
int,IN01,131,10,0,1,comió,comer,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2422,0.053900000000000003,23,9,10
int,IN01,124,0,10,0,saca,sacar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.201,0.0114,NA,9,10
int,IN01,113,0,10,0,lavó,lavar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,113,tw_v1_start,0.1638,0.0065,10,9,10
int,IN01,131,10,0,1,compró,comprar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2911,0.0703,72,9,10
int,IN01,147,0,10,0,canta,cantar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,147,tw_v1_start,0.3361,0.0447,NA,9,10
int,IN01,119,10,0,1,guardó,guardar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.1391,0.002,NA,9,10
int,IN01,118,0,0,0,rompe,romper,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,9,10
int,IN01,133,0,10,0,cambió,cambiar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2947,0.0356,109,9,10
int,IN01,138,0,10,0,lanza,lanzar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,138,tw_v1_start,0.2542,0.0236,NA,9,10
int,IN06,117,0,10,0,bebió,beber,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,117,tw_v1_start,0.2518,0.0132,53,9,8
int,IN06,144,0,10,0,llena,llenar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,144,tw_v1_start,0.1946,5e-4,371,9,8
int,IN06,122,10,0,1,mandó,mandar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2871,0.0384,89,9,8
int,IN06,156,10,0,1,firma,firmar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,156,tw_v1_start,0.1185,0.0055,174,9,8
int,IN06,124,0,10,0,subió,subir,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,9,8
int,IN06,119,0,10,0,pinta,pintar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.2548,0.0158,87,9,8
int,IN06,131,0,10,0,comió,comer,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2422,0.053900000000000003,23,9,8
int,IN06,124,10,0,1,saca,sacar,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.201,0.0114,NA,9,8
int,IN06,113,0,10,0,lavó,lavar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,113,tw_v1_start,0.1638,0.0065,10,9,8
int,IN06,131,0,10,0,compró,comprar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2911,0.0703,72,9,8
int,IN06,147,0,10,0,canta,cantar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,147,tw_v1_start,0.3361,0.0447,NA,9,8
int,IN06,119,10,0,1,guardó,guardar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.1391,0.002,NA,9,8
int,IN06,118,0,10,0,rompe,romper,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,9,8
int,IN06,133,0,0,0,cambió,cambiar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2947,0.0356,109,9,8
int,IN06,138,0,10,0,lanza,lanzar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,138,tw_v1_start,0.2542,0.0236,NA,9,8
int,IN08,122,0,10,0,bebe,beber,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2518,0.0132,50,11,9
int,IN08,142,0,10,0,llenó,llenar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,142,tw_v1_start,0.1946,5e-4,61,11,9
int,IN08,129,0,10,0,manda,mandar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,129,tw_v1_start,0.2871,0.0384,110,11,9
int,IN08,148,10,0,1,firmó,firmar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,148,tw_v1_start,0.1185,0.0055,47,11,9
int,IN08,124,10,0,1,sube,subir,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,11,9
int,IN08,118,10,0,1,pintó,pintar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2548,0.0158,17,11,9
int,IN08,136,10,0,1,come,comer,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,136,tw_v1_start,0.2422,0.053900000000000003,87,11,9
int,IN08,120,10,0,1,sacó,sacar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.201,0.0114,NA,11,9
int,IN08,115,0,10,0,lava,lavar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,115,tw_v1_start,0.1638,0.0065,45,11,9
int,IN08,124,0,10,0,grabó,grabar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.0908,0.0016,9,11,9
int,IN08,134,0,10,0,compra,comprar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,134,tw_v1_start,0.2911,0.0703,197,11,9
int,IN08,145,0,10,0,cantó,cantar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,145,tw_v1_start,0.3361,0.0447,NA,11,9
int,IN08,120,10,0,1,guarda,guardar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.1391,0.002,NA,11,9
int,IN08,118,10,0,1,rompió,romper,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,11,9
int,IN08,135,10,0,1,cambia,cambiar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,135,tw_v1_start,0.2947,0.0356,128,11,9
int,IN08,133,10,0,1,lanzó,lanzar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2542,0.0236,NA,11,9
la,LA17,122,0,10,0,bebe,beber,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2518,0.0132,50,7,8
la,LA17,142,0,10,0,llenó,llenar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,142,tw_v1_start,0.1946,5e-4,61,7,8
la,LA17,129,0,10,0,manda,mandar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,129,tw_v1_start,0.2871,0.0384,110,7,8
la,LA17,148,0,0,0,firmó,firmar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,148,tw_v1_start,0.1185,0.0055,47,7,8
la,LA17,124,0,3,0,sube,subir,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,7,8
la,LA17,118,0,10,0,pintó,pintar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2548,0.0158,17,7,8
la,LA17,136,0,10,0,come,comer,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,136,tw_v1_start,0.2422,0.053900000000000003,87,7,8
la,LA17,115,0,10,0,lava,lavar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,115,tw_v1_start,0.1638,0.0065,45,7,8
la,LA17,124,10,0,1,grabó,grabar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.0908,0.0016,9,7,8
la,LA17,134,10,0,1,compra,comprar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,134,tw_v1_start,0.2911,0.0703,197,7,8
la,LA17,145,10,0,1,cantó,cantar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,145,tw_v1_start,0.3361,0.0447,NA,7,8
la,LA28,117,0,10,0,bebió,beber,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,117,tw_v1_start,0.2518,0.0132,53,8,9
la,LA28,144,0,10,0,llena,llenar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,144,tw_v1_start,0.1946,5e-4,371,8,9
la,LA28,122,10,0,1,mandó,mandar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2871,0.0384,89,8,9
la,LA28,156,10,0,1,firma,firmar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,156,tw_v1_start,0.1185,0.0055,174,8,9
la,LA28,124,10,0,1,subió,subir,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,8,9
la,LA28,119,0,10,0,pinta,pintar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.2548,0.0158,87,8,9
la,LA28,131,10,0,1,comió,comer,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2422,0.053900000000000003,23,8,9
la,LA28,124,10,0,1,saca,sacar,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.201,0.0114,NA,8,9
la,LA28,113,10,0,1,lavó,lavar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,113,tw_v1_start,0.1638,0.0065,10,8,9
la,LA28,131,0,10,0,compró,comprar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2911,0.0703,72,8,9
la,LA28,147,0,10,0,canta,cantar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,147,tw_v1_start,0.3361,0.0447,NA,8,9
la,LA28,119,10,0,1,guardó,guardar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.1391,0.002,NA,8,9
la,LA28,118,0,10,0,rompe,romper,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,8,9
la,LA28,133,0,10,0,cambió,cambiar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2947,0.0356,109,8,9
la,LA28,138,10,0,1,lanza,lanzar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,138,tw_v1_start,0.2542,0.0236,NA,8,9
la,LA10,117,10,0,1,bebió,beber,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,117,tw_v1_start,0.2518,0.0132,53,NA,NA
la,LA10,144,0,10,0,llena,llenar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,144,tw_v1_start,0.1946,5e-4,371,NA,NA
la,LA10,122,0,10,0,mandó,mandar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2871,0.0384,89,NA,NA
la,LA10,156,10,0,1,firma,firmar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,156,tw_v1_start,0.1185,0.0055,174,NA,NA
la,LA10,124,10,0,1,subió,subir,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,NA,NA
la,LA10,119,10,0,1,pinta,pintar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.2548,0.0158,87,NA,NA
la,LA10,131,0,10,0,comió,comer,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2422,0.053900000000000003,23,NA,NA
la,LA10,124,10,0,1,saca,sacar,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.201,0.0114,NA,NA,NA
la,LA10,113,10,0,1,lavó,lavar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,113,tw_v1_start,0.1638,0.0065,10,NA,NA
la,LA10,131,10,0,1,compró,comprar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2911,0.0703,72,NA,NA
la,LA10,147,10,0,1,canta,cantar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,147,tw_v1_start,0.3361,0.0447,NA,NA,NA
la,LA10,119,0,10,0,guardó,guardar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.1391,0.002,NA,NA,NA
la,LA10,118,10,0,1,rompe,romper,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,NA,NA
la,LA10,133,10,0,1,cambió,cambiar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2947,0.0356,109,NA,NA
la,LA10,138,10,0,1,lanza,lanzar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,138,tw_v1_start,0.2542,0.0236,NA,NA,NA
la,LA26,117,0,10,0,bebió,beber,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,117,tw_v1_start,0.2518,0.0132,53,8,10
la,LA26,144,10,0,1,llena,llenar,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,144,tw_v1_start,0.1946,5e-4,371,8,10
la,LA26,122,0,9,0,mandó,mandar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2871,0.0384,89,8,10
la,LA26,156,0,10,0,firma,firmar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,156,tw_v1_start,0.1185,0.0055,174,8,10
la,LA26,124,10,0,1,subió,subir,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,8,10
la,LA26,119,0,10,0,pinta,pintar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.2548,0.0158,87,8,10
la,LA26,131,0,10,0,comió,comer,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2422,0.053900000000000003,23,8,10
la,LA26,124,0,10,0,saca,sacar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.201,0.0114,NA,8,10
la,LA26,113,0,10,0,lavó,lavar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,113,tw_v1_start,0.1638,0.0065,10,8,10
la,LA26,131,10,0,1,compró,comprar,unstressed,1,3.044522437723423,2.0952380952380953,word3_v1,131,tw_v1_start,0.2911,0.0703,72,8,10
la,LA26,147,10,0,1,canta,cantar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,147,tw_v1_start,0.3361,0.0447,NA,8,10
la,LA26,119,0,10,0,guardó,guardar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,119,tw_v1_start,0.1391,0.002,NA,8,10
la,LA26,118,10,0,1,rompe,romper,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,8,10
la,LA26,133,0,10,0,cambió,cambiar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,133,tw_v1_start,0.2947,0.0356,109,8,10
la,LA26,138,10,0,1,lanza,lanzar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,138,tw_v1_start,0.2542,0.0236,NA,8,10
la,LA19,122,0,10,0,bebe,beber,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2518,0.0132,50,NA,NA
la,LA19,142,8,0,0.8,llenó,llenar,unstressed,0,1.2237754316221157,0.5176470588235295,word3_v1,142,tw_v1_start,0.1946,5e-4,61,NA,NA
la,LA19,129,10,0,1,manda,mandar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,129,tw_v1_start,0.2871,0.0384,110,NA,NA
la,LA19,148,0,10,0,firmó,firmar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,148,tw_v1_start,0.1185,0.0055,47,NA,NA
la,LA21,122,0,0,0,bebe,beber,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,122,tw_v1_start,0.2518,0.0132,50,9,10
la,LA21,142,10,0,1,llenó,llenar,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,142,tw_v1_start,0.1946,5e-4,61,9,10
la,LA21,129,10,0,1,manda,mandar,stressed,1,3.044522437723423,2.0952380952380953,word3_v1,129,tw_v1_start,0.2871,0.0384,110,9,10
la,LA21,148,0,10,0,firmó,firmar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,148,tw_v1_start,0.1185,0.0055,47,9,10
la,LA21,124,0,10,0,sube,subir,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.1146,0.0136,NA,9,10
la,LA21,118,0,10,0,pintó,pintar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2548,0.0158,17,9,10
la,LA21,136,0,10,0,come,comer,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,136,tw_v1_start,0.2422,0.053900000000000003,87,9,10
la,LA21,120,0,0,0,sacó,sacar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.201,0.0114,NA,9,10
la,LA21,115,0,0,0,lava,lavar,stressed,0,-3.044522437723423,2.0952380952380953,word3_v1,115,tw_v1_start,0.1638,0.0065,45,9,10
la,LA21,124,0,0,0,grabó,grabar,unstressed,0,-3.044522437723423,2.0952380952380953,word3_v1,124,tw_v1_start,0.0908,0.0016,9,9,10
la,LA21,134,0,10,0,compra,comprar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,134,tw_v1_start,0.2911,0.0703,197,9,10
la,LA21,145,0,0,0,cantó,cantar,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,145,tw_v1_start,0.3361,0.0447,NA,9,10
la,LA21,120,0,0,0,guarda,guardar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,120,tw_v1_start,0.1391,0.002,NA,9,10
la,LA21,118,0,0,0,rompió,romper,unstressed,1,-3.044522437723423,2.0952380952380953,word3_v1,118,tw_v1_start,0.2484,0.022,NA,9,10
la,LA21,135,0,10,0,cambia,cambiar,stressed,1,-3.044522437723423,2.0952380952380953,word3_v1,135,tw_v1_start,0.2947,0.0356,128,9,10
int,IN09,117,10,0,1,bebió,beber,unstressed,0,3.044522437723423,2.0952380952380953,word3_v1,117,tw_v1_start,0.2518,0.0132,53,7,8
int,IN09,144,10,0,1,llena,llenar,stressed,0,3.044522437723423,2.0952380952380953,word3_v1,144,tw_v1_start,0.1946,5e-4,371,7,8
