participant,group,target,condition,coda,targetCount,distractorCount,targetProp,eLog,landmark
HS01,hs,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB02,ss,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB04,ss,bebe,stressed,0,0,0,0,-4.61512051684126,start_sentence
SB08,ss,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
SB11,ss,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB13,ss,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
SB15,ss,bebe,stressed,0,NA,NA,NA,NA,start_sentence
SB18,ss,bebe,stressed,0,NA,NA,NA,NA,start_sentence
SB21,ss,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
SB10,ss,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB30,ss,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
SB32,ss,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB38,ss,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS03,hs,bebe,stressed,0,0,0,0,-4.61512051684126,start_sentence
HS05,hs,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS09,hs,bebe,stressed,0,0,0,0,-4.61512051684126,start_sentence
HS11,hs,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS12,hs,bebe,stressed,0,NA,NA,NA,NA,start_sentence
HS13,hs,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS15,hs,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
HS19,hs,bebe,stressed,0,NA,NA,NA,NA,start_sentence
HS21,hs,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS23,hs,bebe,stressed,0,NA,NA,NA,NA,start_sentence
HS25,hs,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS27,hs,bebe,stressed,0,0,5,0,-4.61512051684126,start_sentence
HS28,hs,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
HS31,hs,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA01,la,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA03,la,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA05,la,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA09,la,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA11,la,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA13,la,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA15,la,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA17,la,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA19,la,bebe,stressed,0,0,0,0,-4.61512051684126,start_sentence
LA21,la,bebe,stressed,0,0,0,0,-4.61512051684126,start_sentence
LA23,la,bebe,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA25,la,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA27,la,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA29,la,bebe,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS02,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB01,ss,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB03,ss,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB05,ss,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB06,ss,bebio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
SB07,ss,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB10,ss,bebio,unstressed,0,9,0,0.9,-1.47440162863016,start_sentence
SB12,ss,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB14,ss,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB16,ss,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB17,ss,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB19,ss,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
HS04,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS06,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS07,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS08,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS10,hs,bebio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
HS14,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS17,hs,bebio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
HS18,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS20,hs,bebio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
HS22,hs,bebio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
HS24,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS26,hs,bebio,unstressed,0,NA,NA,NA,NA,start_sentence
HS29,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS30,hs,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA02,la,bebio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
LA08,la,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA10,la,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA12,la,bebio,unstressed,0,7,0,0.7,-1.75785791755237,start_sentence
LA16,la,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA18,la,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA20,la,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA22,la,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA24,la,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA26,la,bebio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA28,la,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA30,la,bebio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA31,la,bebio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
SB02,ss,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB04,ss,cambia,stressed,1,0,4,0,-4.61512051684126,start_sentence
SB08,ss,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB09,ss,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB11,ss,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB13,ss,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB15,ss,cambia,stressed,1,NA,NA,NA,NA,start_sentence
SB18,ss,cambia,stressed,1,NA,NA,NA,NA,start_sentence
SB21,ss,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB10,ss,cambia,stressed,1,0,0,0,-4.61512051684126,start_sentence
SB30,ss,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB32,ss,cambia,stressed,1,8,0,0.8,-1.6094379124341,start_sentence
SB38,ss,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS03,hs,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS05,hs,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS09,hs,cambia,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS11,hs,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS12,hs,cambia,stressed,1,NA,NA,NA,NA,start_sentence
HS13,hs,cambia,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS15,hs,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS19,hs,cambia,stressed,1,NA,NA,NA,NA,start_sentence
HS21,hs,cambia,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS23,hs,cambia,stressed,1,NA,NA,NA,NA,start_sentence
HS25,hs,cambia,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS27,hs,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS28,hs,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS31,hs,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA01,la,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA03,la,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA05,la,cambia,stressed,1,0,0,0,-4.61512051684126,start_sentence
LA09,la,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA11,la,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA13,la,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA15,la,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA21,la,cambia,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA23,la,cambia,stressed,1,0,0,0,-4.61512051684126,start_sentence
LA25,la,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA27,la,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA29,la,cambia,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB01,ss,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB03,ss,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB05,ss,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB06,ss,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB07,ss,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB10,ss,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB12,ss,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB14,ss,cambio,unstressed,1,0,0,0,-4.61512051684126,start_sentence
SB16,ss,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB17,ss,cambio,unstressed,1,0,0,0,-4.61512051684126,start_sentence
SB19,ss,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS04,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS06,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS07,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS08,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS10,hs,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS14,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS17,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS18,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS20,hs,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS22,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS24,hs,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS29,hs,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS30,hs,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA02,la,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA08,la,cambio,unstressed,1,0,0,0,-4.61512051684126,start_sentence
LA10,la,cambio,unstressed,1,0,0,0,-4.61512051684126,start_sentence
LA12,la,cambio,unstressed,1,0,0,0,-4.61512051684126,start_sentence
LA16,la,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA18,la,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA20,la,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA22,la,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA24,la,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA26,la,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA28,la,cambio,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA30,la,cambio,unstressed,1,9,0,0.9,-1.47440162863016,start_sentence
LA31,la,cambio,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB01,ss,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB03,ss,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB05,ss,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB06,ss,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB07,ss,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB10,ss,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB12,ss,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB14,ss,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB16,ss,canta,stressed,1,0,0,0,-4.61512051684126,start_sentence
SB17,ss,canta,stressed,1,0,0,0,-4.61512051684126,start_sentence
SB19,ss,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS04,hs,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS06,hs,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS07,hs,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS08,hs,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS10,hs,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS14,hs,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS17,hs,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS18,hs,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS20,hs,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS22,hs,canta,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS24,hs,canta,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS26,hs,canta,stressed,1,NA,NA,NA,NA,start_sentence
HS29,hs,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS30,hs,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA02,la,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA08,la,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA10,la,canta,stressed,1,0,0,0,-4.61512051684126,start_sentence
LA12,la,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA16,la,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA18,la,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA20,la,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA22,la,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA24,la,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA26,la,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA28,la,canta,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA30,la,canta,stressed,1,0,6,0,-4.61512051684126,start_sentence
LA31,la,canta,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB02,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB04,ss,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB08,ss,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB11,ss,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB13,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB15,ss,canto,unstressed,1,NA,NA,NA,NA,start_sentence
SB18,ss,canto,unstressed,1,NA,NA,NA,NA,start_sentence
SB20,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB21,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB10,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB30,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB32,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB38,ss,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS03,hs,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS05,hs,canto,unstressed,1,0,0,0,-4.61512051684126,start_sentence
HS09,hs,canto,unstressed,1,0,0,0,-4.61512051684126,start_sentence
HS11,hs,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS12,hs,canto,unstressed,1,NA,NA,NA,NA,start_sentence
HS13,hs,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS15,hs,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS19,hs,canto,unstressed,1,NA,NA,NA,NA,start_sentence
HS21,hs,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS23,hs,canto,unstressed,1,NA,NA,NA,NA,start_sentence
HS25,hs,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS27,hs,canto,unstressed,1,0,0,0,-4.61512051684126,start_sentence
HS28,hs,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS31,hs,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA01,la,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA03,la,canto,unstressed,1,5,0,0.5,-2.11296423371848,start_sentence
LA05,la,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA09,la,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA11,la,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA13,la,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA15,la,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA17,la,canto,unstressed,1,0,0,0,-4.61512051684126,start_sentence
LA21,la,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA23,la,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA25,la,canto,unstressed,1,0,10,0,-4.61512051684126,start_sentence
LA27,la,canto,unstressed,1,10,0,1,-1.34992671694902,start_sentence
LA29,la,canto,unstressed,1,0,0,0,-4.61512051684126,start_sentence
HS01,hs,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB02,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB04,ss,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
SB08,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB09,ss,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
SB11,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB13,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB15,ss,come,stressed,0,NA,NA,NA,NA,start_sentence
SB18,ss,come,stressed,0,NA,NA,NA,NA,start_sentence
SB20,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB21,ss,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
SB10,ss,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
SB30,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB32,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
SB38,ss,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
HS03,hs,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
HS05,hs,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
HS09,hs,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
HS11,hs,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
HS12,hs,come,stressed,0,NA,NA,NA,NA,start_sentence
HS13,hs,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
HS15,hs,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS19,hs,come,stressed,0,NA,NA,NA,NA,start_sentence
HS21,hs,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
HS23,hs,come,stressed,0,NA,NA,NA,NA,start_sentence
HS25,hs,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
HS27,hs,come,stressed,0,1,0,0.1,-3.49650756146648,start_sentence
HS28,hs,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
HS31,hs,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA01,la,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA03,la,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA05,la,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA09,la,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA11,la,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA13,la,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
LA15,la,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA17,la,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA21,la,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA23,la,come,stressed,0,0,0,0,-4.61512051684126,start_sentence
LA25,la,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
LA27,la,come,stressed,0,0,10,0,-4.61512051684126,start_sentence
LA29,la,come,stressed,0,10,0,1,-1.34992671694902,start_sentence
SB01,ss,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB03,ss,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB05,ss,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB06,ss,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB07,ss,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB10,ss,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB12,ss,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB14,ss,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB16,ss,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
SB17,ss,comio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
SB19,ss,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS04,hs,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
HS06,hs,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
HS07,hs,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
HS08,hs,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS10,hs,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS14,hs,comio,unstressed,0,0,6,0,-4.61512051684126,start_sentence
HS17,hs,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
HS18,hs,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS20,hs,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS22,hs,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS24,hs,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
HS26,hs,comio,unstressed,0,NA,NA,NA,NA,start_sentence
HS29,hs,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
HS30,hs,comio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
LA02,la,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA08,la,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA10,la,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA12,la,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA16,la,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA18,la,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA20,la,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA22,la,comio,unstressed,0,0,0,0,-4.61512051684126,start_sentence
LA24,la,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA26,la,comio,unstressed,0,10,0,1,-1.34992671694902,start_sentence
LA28,la,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA30,la,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
LA31,la,comio,unstressed,0,0,10,0,-4.61512051684126,start_sentence
SB02,ss,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB04,ss,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB08,ss,compra,stressed,1,0,0,0,-4.61512051684126,start_sentence
SB09,ss,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB11,ss,compra,stressed,1,0,0,0,-4.61512051684126,start_sentence
SB13,ss,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB15,ss,compra,stressed,1,NA,NA,NA,NA,start_sentence
SB18,ss,compra,stressed,1,NA,NA,NA,NA,start_sentence
SB20,ss,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB21,ss,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB10,ss,compra,stressed,1,0,2,0,-4.61512051684126,start_sentence
SB30,ss,compra,stressed,1,0,0,0,-4.61512051684126,start_sentence
SB32,ss,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
SB38,ss,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS03,hs,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS05,hs,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS09,hs,compra,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS11,hs,compra,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS12,hs,compra,stressed,1,NA,NA,NA,NA,start_sentence
HS13,hs,compra,stressed,1,0,7,0,-4.61512051684126,start_sentence
HS15,hs,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS19,hs,compra,stressed,1,NA,NA,NA,NA,start_sentence
HS21,hs,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS23,hs,compra,stressed,1,NA,NA,NA,NA,start_sentence
HS25,hs,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
HS27,hs,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
HS28,hs,compra,stressed,1,0,0,0,-4.61512051684126,start_sentence
HS31,hs,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA01,la,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA03,la,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA05,la,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA09,la,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA11,la,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA13,la,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA15,la,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA17,la,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA21,la,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
LA23,la,compra,stressed,1,0,0,0,-4.61512051684126,start_sentence
LA25,la,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA27,la,compra,stressed,1,0,10,0,-4.61512051684126,start_sentence
LA29,la,compra,stressed,1,10,0,1,-1.34992671694902,start_sentence
SB01,ss,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB03,ss,compro,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB05,ss,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB06,ss,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB07,ss,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB10,ss,compro,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB12,ss,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB14,ss,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
SB16,ss,compro,unstressed,1,10,0,1,-1.34992671694902,start_sentence
SB17,ss,compro,unstressed,1,0,0,0,-4.61512051684126,start_sentence
SB19,ss,compro,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS04,hs,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS06,hs,compro,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS07,hs,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS08,hs,compro,unstressed,1,10,0,1,-1.34992671694902,start_sentence
HS10,hs,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS14,hs,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS17,hs,compro,unstressed,1,0,10,0,-4.61512051684126,start_sentence
HS18,hs,compro,unstressed,1,10,0,1,-1.34992671694902,start_sentence
