participant,group,target,condition,coda,targetCount,distractorCount,targetProp,eLog,landmark
LA22,la,llena,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA24,la,llena,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA26,la,llena,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA28,la,llena,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA30,la,llena,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA31,la,llena,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS01,hs,lleno,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
SB02,ss,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB04,ss,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB08,ss,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB09,ss,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB11,ss,lleno,unstressed,0,0,6,0,-4.61512051684126,word3_c1v1
SB13,ss,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB15,ss,lleno,unstressed,0,NA,NA,NA,NA,word3_c1v1
SB18,ss,lleno,unstressed,0,NA,NA,NA,NA,word3_c1v1
SB21,ss,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB10,ss,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB30,ss,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB32,ss,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB38,ss,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS03,hs,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS05,hs,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS09,hs,lleno,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
HS11,hs,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS12,hs,lleno,unstressed,0,NA,NA,NA,NA,word3_c1v1
HS13,hs,lleno,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
HS19,hs,lleno,unstressed,0,NA,NA,NA,NA,word3_c1v1
HS21,hs,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS23,hs,lleno,unstressed,0,NA,NA,NA,NA,word3_c1v1
HS25,hs,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS27,hs,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS28,hs,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS31,hs,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA01,la,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA03,la,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA05,la,lleno,unstressed,0,0,1,0,-4.61512051684126,word3_c1v1
LA09,la,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA11,la,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA13,la,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA15,la,lleno,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
LA17,la,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA19,la,lleno,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
LA21,la,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA23,la,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA25,la,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA27,la,lleno,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA29,la,lleno,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS01,hs,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB02,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB04,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB08,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB09,ss,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB11,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB13,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB15,ss,manda,stressed,1,NA,NA,NA,NA,word3_c1v1
SB18,ss,manda,stressed,1,NA,NA,NA,NA,word3_c1v1
SB20,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB21,ss,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB10,ss,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB30,ss,manda,stressed,1,0,8,0,-4.61512051684126,word3_c1v1
SB32,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB38,ss,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS03,hs,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS05,hs,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS09,hs,manda,stressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS11,hs,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS12,hs,manda,stressed,1,NA,NA,NA,NA,word3_c1v1
HS13,hs,manda,stressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS15,hs,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS19,hs,manda,stressed,1,NA,NA,NA,NA,word3_c1v1
HS21,hs,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS23,hs,manda,stressed,1,NA,NA,NA,NA,word3_c1v1
HS25,hs,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS27,hs,manda,stressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS28,hs,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS31,hs,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA01,la,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA03,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA05,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA09,la,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA11,la,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA13,la,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA15,la,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA17,la,manda,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA19,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA21,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA23,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA25,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA27,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA29,la,manda,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS02,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB01,ss,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB03,ss,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB06,ss,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB07,ss,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB10,ss,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB12,ss,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB14,ss,mando,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
SB16,ss,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB17,ss,mando,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
SB19,ss,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS04,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS06,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS07,hs,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS08,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS10,hs,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS14,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS17,hs,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS18,hs,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS20,hs,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS22,hs,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS24,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS26,hs,mando,unstressed,1,NA,NA,NA,NA,word3_c1v1
HS29,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS30,hs,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA02,la,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA08,la,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA10,la,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA12,la,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA16,la,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA18,la,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA20,la,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA22,la,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA24,la,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA26,la,mando,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA28,la,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA30,la,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA31,la,mando,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB01,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB03,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB06,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB07,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB10,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB12,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB14,ss,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB16,ss,pinta,stressed,1,2,0,0.2,-2.96527306606928,word3_c1v1
SB17,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB19,ss,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS04,hs,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS06,hs,pinta,stressed,1,6,0,0.6,-1.9236870122706,word3_c1v1
HS07,hs,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS08,hs,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS10,hs,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS14,hs,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS17,hs,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS18,hs,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS20,hs,pinta,stressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS22,hs,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS24,hs,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS29,hs,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS30,hs,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA02,la,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA08,la,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA10,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA12,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA16,la,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA18,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA20,la,pinta,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA22,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA24,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA26,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA28,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA30,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA31,la,pinta,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS01,hs,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB02,ss,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB04,ss,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB08,ss,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB11,ss,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB13,ss,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB15,ss,pinto,unstressed,1,NA,NA,NA,NA,word3_c1v1
SB18,ss,pinto,unstressed,1,NA,NA,NA,NA,word3_c1v1
SB21,ss,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB10,ss,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB30,ss,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB32,ss,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB38,ss,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS03,hs,pinto,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS05,hs,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS09,hs,pinto,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS11,hs,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS12,hs,pinto,unstressed,1,NA,NA,NA,NA,word3_c1v1
HS13,hs,pinto,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS15,hs,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS19,hs,pinto,unstressed,1,NA,NA,NA,NA,word3_c1v1
HS21,hs,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS23,hs,pinto,unstressed,1,NA,NA,NA,NA,word3_c1v1
HS25,hs,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS27,hs,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS28,hs,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS31,hs,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA01,la,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA03,la,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA05,la,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA09,la,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA11,la,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA13,la,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA15,la,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA17,la,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA21,la,pinto,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
LA23,la,pinto,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
LA25,la,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA27,la,pinto,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA29,la,pinto,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB01,ss,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB03,ss,rompe,stressed,1,0,8,0,-4.61512051684126,word3_c1v1
SB05,ss,rompe,stressed,1,0,0,0,-4.61512051684126,word3_c1v1
SB06,ss,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB10,ss,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB12,ss,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB14,ss,rompe,stressed,1,0,0,0,-4.61512051684126,word3_c1v1
SB16,ss,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB17,ss,rompe,stressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS04,hs,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS06,hs,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS07,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS08,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS10,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS14,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS17,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS18,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS20,hs,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS22,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS24,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS29,hs,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS30,hs,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA02,la,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA08,la,rompe,stressed,1,0,7,0,-4.61512051684126,word3_c1v1
LA10,la,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA12,la,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA16,la,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA18,la,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA20,la,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA22,la,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA24,la,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA26,la,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA28,la,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA30,la,rompe,stressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA31,la,rompe,stressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB02,ss,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB04,ss,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB08,ss,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB09,ss,rompio,unstressed,1,0,9,0,-4.61512051684126,word3_c1v1
SB11,ss,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB13,ss,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB15,ss,rompio,unstressed,1,NA,NA,NA,NA,word3_c1v1
SB18,ss,rompio,unstressed,1,NA,NA,NA,NA,word3_c1v1
SB20,ss,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB21,ss,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
SB10,ss,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB30,ss,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB32,ss,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB38,ss,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS03,hs,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS05,hs,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS09,hs,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS11,hs,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS12,hs,rompio,unstressed,1,NA,NA,NA,NA,word3_c1v1
HS13,hs,rompio,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
HS15,hs,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS19,hs,rompio,unstressed,1,NA,NA,NA,NA,word3_c1v1
HS21,hs,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS23,hs,rompio,unstressed,1,NA,NA,NA,NA,word3_c1v1
HS25,hs,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
HS27,hs,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS28,hs,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
HS31,hs,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA01,la,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA03,la,rompio,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
LA05,la,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA09,la,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA11,la,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA13,la,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA15,la,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA21,la,rompio,unstressed,1,0,0,0,-4.61512051684126,word3_c1v1
LA23,la,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA25,la,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
LA27,la,rompio,unstressed,1,0,10,0,-4.61512051684126,word3_c1v1
LA29,la,rompio,unstressed,1,10,0,1,-1.34992671694902,word3_c1v1
SB01,ss,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB03,ss,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB05,ss,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB06,ss,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB07,ss,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB10,ss,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB12,ss,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB14,ss,saca,stressed,0,0,0,0,-4.61512051684126,word3_c1v1
SB16,ss,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB17,ss,saca,stressed,0,0,0,0,-4.61512051684126,word3_c1v1
SB19,ss,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS04,hs,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS06,hs,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS07,hs,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS08,hs,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS14,hs,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS17,hs,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS18,hs,saca,stressed,0,0,0,0,-4.61512051684126,word3_c1v1
HS20,hs,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS22,hs,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS24,hs,saca,stressed,0,0,0,0,-4.61512051684126,word3_c1v1
HS29,hs,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS30,hs,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA02,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA08,la,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA10,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA12,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA16,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA18,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA20,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA22,la,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA24,la,saca,stressed,0,0,0,0,-4.61512051684126,word3_c1v1
LA26,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA28,la,saca,stressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA30,la,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA31,la,saca,stressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS01,hs,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB02,ss,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB04,ss,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB08,ss,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB09,ss,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB11,ss,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB13,ss,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB15,ss,saco,unstressed,0,NA,NA,NA,NA,word3_c1v1
SB18,ss,saco,unstressed,0,NA,NA,NA,NA,word3_c1v1
SB20,ss,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB21,ss,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB10,ss,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB30,ss,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
SB32,ss,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
SB38,ss,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS03,hs,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS05,hs,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS09,hs,saco,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
HS11,hs,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS12,hs,saco,unstressed,0,NA,NA,NA,NA,word3_c1v1
HS13,hs,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS15,hs,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS19,hs,saco,unstressed,0,NA,NA,NA,NA,word3_c1v1
HS21,hs,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS23,hs,saco,unstressed,0,NA,NA,NA,NA,word3_c1v1
HS25,hs,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
HS27,hs,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS28,hs,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
HS31,hs,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA01,la,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA03,la,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA05,la,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA09,la,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA11,la,saco,unstressed,0,0,10,0,-4.61512051684126,word3_c1v1
LA13,la,saco,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
LA15,la,saco,unstressed,0,10,0,1,-1.34992671694902,word3_c1v1
LA21,la,saco,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
LA23,la,saco,unstressed,0,0,0,0,-4.61512051684126,word3_c1v1
