participant,group,target,condition,coda,targetCount,distractorCount,targetProp,eLog,landmark
SB13,ss,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB15,ss,canto,unstressed,1,NA,NA,NA,NA,word3_20msafterv1
SB18,ss,canto,unstressed,1,NA,NA,NA,NA,word3_20msafterv1
SB20,ss,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB21,ss,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB10,ss,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB30,ss,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB32,ss,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB38,ss,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L11,lb,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L13,lb,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L17,lb,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L25,lb,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L27,lb,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L29,lb,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L35,lb,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L37,lb,canto,unstressed,1,NA,NA,NA,NA,word3_20msafterv1
L39,lb,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA01,la,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA03,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA05,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA09,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA11,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA13,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA15,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA17,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA21,la,canto,unstressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
LA23,la,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA25,la,canto,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA27,la,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA29,la,canto,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB02,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB04,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB08,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB09,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB11,ss,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB13,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB15,ss,come,stressed,0,NA,NA,NA,NA,word3_20msafterv1
SB18,ss,come,stressed,0,NA,NA,NA,NA,word3_20msafterv1
SB20,ss,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB21,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB10,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB30,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB32,ss,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB38,ss,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L11,lb,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L13,lb,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L17,lb,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L25,lb,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L27,lb,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L29,lb,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L35,lb,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L37,lb,come,stressed,0,NA,NA,NA,NA,word3_20msafterv1
L39,lb,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA01,la,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA03,la,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA05,la,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA09,la,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA11,la,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA13,la,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA15,la,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA17,la,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA21,la,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA23,la,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA25,la,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA27,la,come,stressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA29,la,come,stressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB01,ss,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB03,ss,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB05,ss,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB06,ss,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB07,ss,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB10,ss,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB12,ss,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB14,ss,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB16,ss,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB17,ss,comio,unstressed,0,0,0,0,-4.61512051684126,word3_20msafterv1
SB19,ss,comio,unstressed,0,0,0,0,-4.61512051684126,word3_20msafterv1
L12,lb,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L16,lb,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L18,lb,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L24,lb,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L28,lb,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L32,lb,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L34,lb,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L36,lb,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L38,lb,comio,unstressed,0,0,0,0,-4.61512051684126,word3_20msafterv1
L40,lb,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA02,la,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA08,la,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA10,la,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA12,la,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA16,la,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA18,la,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA20,la,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA22,la,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA24,la,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA26,la,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA28,la,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA30,la,comio,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA31,la,comio,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB02,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB04,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB08,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB09,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB11,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB13,ss,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB15,ss,compra,stressed,1,NA,NA,NA,NA,word3_20msafterv1
SB18,ss,compra,stressed,1,NA,NA,NA,NA,word3_20msafterv1
SB20,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB21,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB10,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB30,ss,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB32,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB38,ss,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L11,lb,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L13,lb,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L17,lb,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L25,lb,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L27,lb,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L29,lb,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L35,lb,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L37,lb,compra,stressed,1,NA,NA,NA,NA,word3_20msafterv1
L39,lb,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA01,la,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA03,la,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA05,la,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA09,la,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA11,la,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA13,la,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA15,la,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA17,la,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA21,la,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA23,la,compra,stressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
LA25,la,compra,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA27,la,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA29,la,compra,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB01,ss,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB03,ss,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB05,ss,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB06,ss,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB07,ss,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB10,ss,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB12,ss,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB14,ss,compro,unstressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
SB16,ss,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB17,ss,compro,unstressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
SB19,ss,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L12,lb,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L16,lb,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L18,lb,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L24,lb,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L28,lb,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L32,lb,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L34,lb,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L36,lb,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L38,lb,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L40,lb,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA02,la,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA08,la,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA10,la,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA12,la,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA16,la,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA18,la,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA20,la,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA22,la,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA24,la,compro,unstressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
LA26,la,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA28,la,compro,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA30,la,compro,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA31,la,compro,unstressed,1,6,0,0.6,-1.9236870122706,word3_20msafterv1
SB01,ss,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB03,ss,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB06,ss,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB07,ss,firma,stressed,1,7,0,0.7,-1.75785791755237,word3_20msafterv1
SB10,ss,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB12,ss,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB14,ss,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB16,ss,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB17,ss,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB19,ss,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L12,lb,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L16,lb,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L18,lb,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L24,lb,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L28,lb,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L32,lb,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L34,lb,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L36,lb,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L38,lb,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L40,lb,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA02,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA08,la,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA10,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA12,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA16,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA18,la,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA20,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA22,la,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA24,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA26,la,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA28,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA30,la,firma,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA31,la,firma,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB02,ss,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB04,ss,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB08,ss,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB09,ss,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB11,ss,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB13,ss,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB15,ss,firmo,unstressed,1,NA,NA,NA,NA,word3_20msafterv1
SB18,ss,firmo,unstressed,1,NA,NA,NA,NA,word3_20msafterv1
SB21,ss,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB10,ss,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB30,ss,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB32,ss,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB38,ss,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L11,lb,firmo,unstressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
L13,lb,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L17,lb,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L19,lb,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L25,lb,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L27,lb,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L29,lb,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L35,lb,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L37,lb,firmo,unstressed,1,NA,NA,NA,NA,word3_20msafterv1
L39,lb,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA01,la,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA03,la,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA05,la,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA09,la,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA11,la,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA13,la,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA15,la,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA17,la,firmo,unstressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
LA19,la,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA21,la,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA23,la,firmo,unstressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
LA25,la,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA27,la,firmo,unstressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA29,la,firmo,unstressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB01,ss,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB03,ss,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB05,ss,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB06,ss,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB07,ss,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB10,ss,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB12,ss,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB14,ss,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB16,ss,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB17,ss,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB19,ss,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L12,lb,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L16,lb,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L18,lb,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L24,lb,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L28,lb,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L32,lb,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L34,lb,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L36,lb,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L38,lb,graba,stressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
L40,lb,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA02,la,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA08,la,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA10,la,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA12,la,graba,stressed,1,0,5,0,-4.61512051684126,word3_20msafterv1
LA16,la,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA18,la,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA20,la,graba,stressed,1,0,2,0,-4.61512051684126,word3_20msafterv1
LA22,la,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA24,la,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA26,la,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA28,la,graba,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA30,la,graba,stressed,1,5,0,0.5,-2.11296423371848,word3_20msafterv1
LA31,la,graba,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB02,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB04,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB08,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB09,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB11,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB13,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB15,ss,grabo,unstressed,0,NA,NA,NA,NA,word3_20msafterv1
SB18,ss,grabo,unstressed,0,NA,NA,NA,NA,word3_20msafterv1
SB20,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB21,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB10,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB30,ss,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB32,ss,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
SB38,ss,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L11,lb,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L13,lb,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L17,lb,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L25,lb,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L27,lb,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L29,lb,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
L35,lb,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
L37,lb,grabo,unstressed,0,NA,NA,NA,NA,word3_20msafterv1
L39,lb,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA01,la,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA03,la,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA05,la,grabo,unstressed,0,0,0,0,-4.61512051684126,word3_20msafterv1
LA09,la,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA11,la,grabo,unstressed,0,7,0,0.7,-1.75785791755237,word3_20msafterv1
LA13,la,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA15,la,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA17,la,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
LA21,la,grabo,unstressed,0,0,0,0,-4.61512051684126,word3_20msafterv1
LA23,la,grabo,unstressed,0,0,0,0,-4.61512051684126,word3_20msafterv1
LA25,la,grabo,unstressed,0,0,10,0,-4.61512051684126,word3_20msafterv1
LA27,la,grabo,unstressed,0,9,0,0.9,-1.47440162863016,word3_20msafterv1
LA29,la,grabo,unstressed,0,10,0,1,-1.34992671694902,word3_20msafterv1
SB02,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB04,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB08,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB09,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB11,ss,guarda,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB13,ss,guarda,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB15,ss,guarda,stressed,1,NA,NA,NA,NA,word3_20msafterv1
SB18,ss,guarda,stressed,1,NA,NA,NA,NA,word3_20msafterv1
SB20,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB21,ss,guarda,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
SB10,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB30,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB32,ss,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
SB38,ss,guarda,stressed,1,4,0,0.4,-2.33537491581704,word3_20msafterv1
L11,lb,guarda,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L13,lb,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L17,lb,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L25,lb,guarda,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L27,lb,guarda,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
L29,lb,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L35,lb,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
L37,lb,guarda,stressed,1,NA,NA,NA,NA,word3_20msafterv1
L39,lb,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA01,la,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA05,la,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA09,la,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA11,la,guarda,stressed,1,0,10,0,-4.61512051684126,word3_20msafterv1
LA13,la,guarda,stressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
LA15,la,guarda,stressed,1,10,0,1,-1.34992671694902,word3_20msafterv1
LA21,la,guarda,stressed,1,0,0,0,-4.61512051684126,word3_20msafterv1
